Tweet_count,Username,Location,Created At,Likes,Text
930,Johns.,"Kerala, India",Mon Nov 25 16:58:11 +0000 2024,9628,"CSK SQUAD FOR IPL 2025...!!!!

- Rate the team out of 10? https://t.co/GTKaDG4OqB"
931,MSDian™,,Tue Dec 10 11:05:07 +0000 2024,2990,"Super flight landed in chennai 🦁🔥

#WhistlePodu #IPL #CSK @MSDhoni
https://t.co/0geV7jjgm8"
932,🤍✍,Village Hidden in the leaf 🍀,Sun Dec 08 05:21:24 +0000 2024,3381,"Nitish Kumar Reddy since debut
41 
38*
42
42
Consistency of CSK's Net Bowler 🗿🔥 https://t.co/MoYRvdhih2"
933,S.Badrinath,Planet Earth,Sat Dec 16 04:12:10 +0000 2023,23576,"What If 🤔 

#MI #CSK #IPL2024 https://t.co/wmrIauLv4U"
934,janasena csk,,Wed Dec 11 13:28:05 +0000 2024,31,HUSSAIN SAGAR SEASON-2 PART-1 FT.NTR https://t.co/imxHXz0q4U
935,The $even Life 💛,,Wed Dec 11 10:43:57 +0000 2024,7,"It’s no wonder why players consistently praise CSK’s calm and supportive team environment 💛 This positive atmosphere might be the key reason why their performances tend to improve after joining @ChennaiIPL 💛
#CSK #Dhoni #Whistlepodu #Hussey https://t.co/9EwRsk6APN"
936,Kevin,"Chennai, India",Tue Mar 19 08:48:41 +0000 2024,10927,RCB's new jersey of IPL 2024 is inspired by CSK's 2016/17 jersey 😭❤️ https://t.co/eCxVGNDpvt
937,GOAT🔥🐐,,Thu Dec 05 00:55:18 +0000 2024,21,"CSK Vibe 💛🔥 

#Pushpa2 #Pushpa2TheRule #CSK https://t.co/PUoUBQh2jy"
938,Kunal Bishwal 🇮🇳,CSK blood 💛,Tue Dec 10 11:08:25 +0000 2024,7,"THE SPECIAL CSK THEMED AIRBUS IS HERE 

Ethihad Airways has done an excellent job..💛
https://t.co/NXwwv28AzY"
939,Jyotiba,Maharashtra ,Wed Dec 11 13:16:43 +0000 2024,12,THE SPECIAL FLIGHT FOR CSK IN IPL 2025 🔥 https://t.co/ui7S6DOJDX
940,CSK,United Kingdom,Wed Dec 04 22:47:29 +0000 2024,16,Wishful thinking https://t.co/1iMGX4GkSd
941,DHONI Era™ 🤩,,Tue Dec 10 12:48:03 +0000 2024,1758,"CSK × Etihad Airways 🥶💛

@ChennaiIPL #IPL2025 #WhistlePodu https://t.co/HhvEZXq1Sd"
942,CSK,United Kingdom,Wed Dec 11 12:41:00 +0000 2024,10,Waiting on the NY open then it's game time
943,janasena csk,,Wed Dec 04 08:27:05 +0000 2024,88,"Today fans in ranasthalam movie theatre♥️😉
#Pushpa2TheRule https://t.co/rTC0s01cgc"
944,Tanuj Singh,India,Wed May 22 18:16:16 +0000 2024,14415,"Ambati Rayudu said - ""IPL Trophy are not won by celebrations and aggression. IPL Trophy is not winning by only beating CSK. To win the IPL trophy you will have to play well in the Playoffs"". (On RCB). https://t.co/ISFyxORIQE"
945,CSK,United Kingdom,Tue Dec 10 23:30:53 +0000 2024,10,OTHERS https://t.co/jXSDxWjyiG
946,Nicky,"Tamil Nadu, India",Fri Nov 15 10:11:13 +0000 2024,14565,"10 players CSK will target in this upcoming IPL auction 

A Thread 🧵 https://t.co/yNi1H4vibx"
947,Hustler,"🇦🇷,🇦🇺",Fri Dec 06 08:49:12 +0000 2024,4856,"This delivery from Jadeja and that reaction from Marcus stoinis has a separate fanbase!😂💛 @imjadeja
 https://t.co/eL0DvYlwUy"
948,janasena csk,,Fri Dec 06 13:15:05 +0000 2024,292,@GaneshTweetzz_ Mana war 2 https://t.co/1CJVZQ3pQ8
949,Mr. VishnuTej,"Bengaluru South, India",Tue Dec 10 08:34:51 +0000 2024,12,"Which mutual are you ? 

#NTR_KOHLI  RETWEET🔁
#NTR_MSD LIKE ♥️

#CSK #RCB ♥️ https://t.co/iMZOB3QOEc"
950,𝑻𝑯𝑨𝑳𝑨,,Tue Dec 10 10:43:46 +0000 2024,144,"CSK × Etihad 🛫

- Brands go to any extent to promote CSK because they know the market value of CSK and the brand it carries 😎🔥https://t.co/olIhSsqbFz"
951,Chakri Dhoni,,Tue Dec 10 10:19:30 +0000 2024,2813,"Arrived in Chennai 🔥✈️ 💛 

#MSDhoni #CSK https://t.co/saAFOcxTbJ"
952,VerithanaM 😈,Maldives,Wed Dec 04 15:43:46 +0000 2024,8,CSK's 5th &amp; Leo pre release/release vibe 😍🔥 https://t.co/fQDDbUV8wZ
953,Satya,"Auckland, New Zealand",Mon Dec 02 18:53:22 +0000 2024,13,"For every Yash Dayal in the World…
God has created a Rinku Singh 🔥🔥🔥

#KKR #AmiKKR 💜💛 #IPL2025 #CSK https://t.co/hYq0NxeiC8"
954,Div🦁,"Jaipur, rajasthan",Tue Jan 23 06:14:10 +0000 2024,11809,"CSK posted about Pakistan, Australia victory and does Eid, Christmas celebration but didn't know about the biggest event in India of Ram Mandir. https://t.co/HvH6aEKNmk"
955,mundoor maadan fan,"Cardboard box, Yorozuya Office",Mon Dec 09 15:16:22 +0000 2024,5,"CSK XI having Jadeja, Ashwin Anna, Noor Ahmad, Shreyas Gopal thinking they won it before kickoff while we rock up with Axar GOATel, Vipraj Nigam, aravint_2107 and Tripurana Vijay in XI https://t.co/31vcp00ArU"
956,CSK,United Kingdom,Wed Dec 11 11:25:40 +0000 2024,10,A fresh trim has to be up there as one of the best feel good dopamine shots. Walk in a 7 walk out a 9. Job done
957,CSK,United Kingdom,Sun Dec 08 18:13:46 +0000 2024,244,"If you are feeling like you are falling behind and suffering with high levels of FOMO. Read this.

The average person will work their day to day job until they reach retirement in their mid 60s. Depending on how physically demanding their job was. They're likely to be screwed by"
958,CSK,United Kingdom,Mon Dec 02 21:36:48 +0000 2024,20,The weekly is alpha. Same structure is setting up everywhere. Discussed this several times in detail via my pinned. Ride the wave https://t.co/fR6ByuFN9X
959,🤍✍,Village Hidden in the leaf 🍀,Tue Dec 03 04:52:00 +0000 2024,1816,"Night of the Final, It was raining  all over, the time was 11:30 pm and Boys from CSK were chilling before chasing 171 of 90 and making this the greatest Final of them all 🗿

Coldest Pic from Dugout Ever 🥶🔥 https://t.co/e7gwATBVgr"
960,janasena csk,,Tue Dec 10 02:55:57 +0000 2024,118,Good morning cults😁 https://t.co/RFtLjb8yeJ
961,Gautam Gambhir,,Tue May 30 05:24:07 +0000 2023,144691,"Congratulations CSK! Winning 1 title is difficult, winning 5 is unbelievable! #IPL2023"
962,Neeche Se Topper,Oblivion,Tue Mar 26 14:10:21 +0000 2024,33844,csk team pic is a perfect indian hair cutting salon menu https://t.co/MlnCOASYIX
963,Dhoni Raina Team,,Wed Dec 11 11:37:57 +0000 2024,8,"Shivam Dube monstrous six 🔥🔥

#SMAT #ShivamDube #CSK 

https://t.co/jYLLCv3Yrz"
964,Chennai (MAA) Airport,"Chennai, India",Tue Dec 10 11:48:44 +0000 2024,2506,"It’s bright, it’s bold, it’s #Yellove! Etihad Airways @etihad  EY344 in CSK-themed livery is greeted with a water cannon salute at Chennai International Airport. Here’s to all @ChennaiIPL fans—it’s your #WhistlePodu moment!

#ChennaiAirport #AAIAirports #ChennaiSuperKings #CSK https://t.co/LQGVAtk4Qy"
965,Akshay 🏏 🇮🇳,🇮🇳,Wed Dec 11 11:41:40 +0000 2024,30,"Shivam Dube The monster 💀 hit in Syed mushtaq Ali trophy 🏆.

- CSK star continues his form

https://t.co/oLsoi5Jumv"
966,Ayushhh,,Mon Dec 09 05:07:34 +0000 2024,8,"ONE MAN ARMY DIGVIJAY 
Rcb vs csk"
967,CSK,United Kingdom,Mon Dec 02 23:37:25 +0000 2024,4,"$RDNT
Does it really get much cleaner than that https://t.co/Y7b5pu9H71"
968,DIPTI MSDIAN,bhubaneswar 🇮🇳,Tue Dec 10 12:24:13 +0000 2024,465,"Etihad CSK themed flight has landed in Chennai!! 💛

- We are Huge!! 🗿 https://t.co/XEq1Rk39xj"
969,Addicted To Memes,"Hyderabad, India",Tue Dec 03 07:44:31 +0000 2024,143,"My Friends who is a Csk &amp; MI Fans :- Elago Me #RCB ki Cup ledhu kadha ra Ma Team ki Support cheyochu kadha 
Loyal RCB Fan Me :- https://t.co/ebeeqroTEf"
970,AnishCSK💛,Odisha,Tue Dec 10 12:59:15 +0000 2024,763,"Lit!!!🥶🔥

Just Csk things!!!💛🥺🫂 https://t.co/Jl0XgZgVlj"
971,Kevin,"Chennai, India",Sun Mar 31 15:30:20 +0000 2024,10320,"That's clearly Chucking by pathirana, IPL should take a stand for the spirit of cricket and ban this chucker and CSK from cricket again https://t.co/ShYmd1MI5w"
972,Rajesh Tweets,,Mon Dec 09 09:16:18 +0000 2024,3,Nepal Cricket players favourite Team is CSK 💛 https://t.co/r3FhhXnK1V
973,CSK,United Kingdom,Sat Dec 07 09:22:18 +0000 2024,68,I wonder if Tensor ever plans on fixing this https://t.co/wV9RMpudTj
974,Hustler,"🇦🇷,🇦🇺",Wed Dec 04 12:13:27 +0000 2024,4257,Superkings who ain't enough talked about but were gems for us!💛 https://t.co/F2B7aRRX6T
975,Amit Dubey,"Orissa, India",Mon Dec 09 13:08:04 +0000 2024,2,Csk fans explaining 2016-2017 ban https://t.co/LEKeotfcuM
976,CSK,United Kingdom,Thu Dec 05 23:17:02 +0000 2024,117,New $SOL ATH by Christmas
977,Jaqen H'ghar,"Albuquerque, NM",Wed Dec 11 08:30:20 +0000 2024,3,CSK Success policy
978,CSK,United Kingdom,Wed Dec 04 09:36:44 +0000 2024,9,50 cent $W soon
979,CSK,United Kingdom,Mon Dec 02 23:40:59 +0000 2024,9,"$W
Fill the gap https://t.co/ahbuyph6Lq"
980,Honest RCB Fan💚💚,Chinaswamy Stadium 🏟️,Wed Dec 11 03:33:40 +0000 2024,181,"RCB used to own MI &amp; CSK for fun 😂🔥
https://t.co/NICd4sboS7"
981,Chennai Super Kings,"Chepauk, Chennai",Tue Dec 10 11:30:38 +0000 2024,5335,"We've landed in Chennai with our latest CSK themed livery! ✈️💛 

Here’s a glimpse into the making of this iconic design - keep your eyes to the sky to spot it soaring! 
#Etihad #WhistlePodu 🦁💛
@etihad https://t.co/3TfXMrhQZg"
982,janasena csk,,Mon Dec 02 18:43:39 +0000 2024,24,"Eh heroine aina maa rohee entry ichentha varake inka national crush lu em undav only international crush eh😍
#Pushpa2 https://t.co/qGB51eP6ly"
983,Sundar Pichai,,Mon May 29 20:31:07 +0000 2023,128292,Some final that one!  Great #TATAIPL as always and congrats to CSK! and GT will be back stronger next year!
984,Hustler,"🇦🇷,🇦🇺",Fri Dec 06 02:30:54 +0000 2024,1359,"""Ohhhhh Jadejaaaaaaa""✨💛

""Never bet against MS Dhoni &amp; CSK""

•Happy Birthday Sir Ravindra Jadeja.🐐

https://t.co/1OE6Wj37b3"
985,Matheesha Pathirana,Sri Lanka,Mon May 06 17:19:45 +0000 2024,38553,A hard goodbye with my only wish to see the 2024 IPL champion trophy in CSK's room soon! Grateful to the CSK team for all the blessings and love from Chennai. - MP 81 https://t.co/JfD75uTDKh
986,janasena csk,,Wed Dec 04 05:02:00 +0000 2024,159,@GOAT_078 Mass ATR without fulls🦊 https://t.co/xGpyTZdu5F
987,`,,Tue Dec 10 07:49:41 +0000 2024,1796,Joined CSK              Joined RCB 😂 https://t.co/JS0eRasI6u
988,janasena csk,,Wed Dec 11 01:02:39 +0000 2024,25,31 days to go for game changer🔥 https://t.co/OVIGLd2GnC
989,CSK,United Kingdom,Mon Dec 02 23:57:04 +0000 2024,16,"$ETC
Sleeper https://t.co/p3uYyN8Zho"
990,Heisenberg ☢,,Sat May 18 13:08:40 +0000 2024,6974,"Mark your attendance by dropping ""CSK for Life"" in comments 💛 https://t.co/6Iz7R2uaT4"
991,janasena csk,,Thu Dec 05 07:48:51 +0000 2024,43,"Pushpa public talk
 https://t.co/fw6a6olyYt"
992,Hustler,"🇦🇷,🇦🇺",Thu Dec 05 08:27:55 +0000 2024,479,"Happy Birthday, Khaleel Ahmed!💛💥

https://t.co/0WsytvZyFK"
993,CSK,United Kingdom,Mon Dec 02 23:29:55 +0000 2024,7,"$TLM
Huge volume coming in, yet to reflect in price https://t.co/wK1z5WUloE"
994,Video Memes,"Chennai, India",Mon Dec 09 10:16:34 +0000 2024,44,"Rise of #Ruturaj 📈🔥
#CSK 💛 https://t.co/a0EqUuZh7p"
995,Hustler,"🇦🇷,🇦🇺",Wed Dec 11 11:26:01 +0000 2024,3807,"""Mom, he won IPL with ₹50L Rahane""😂 https://t.co/uRVTRXw0vp"
996,Strange,Chennai,Wed Dec 11 13:53:55 +0000 2024,2,LSPN strikes again 🤡 https://t.co/REbx68FNGR
997,`,,Wed Dec 11 08:10:27 +0000 2024,1272,"Raina :

Lots of IPL franchises offered me when I was playing for CSK. When I discussed it with Mahi bhai, he told me, 'Tu kahin nahi jayega' (you won't go anywhere).

And he preferred CSK over money 🫡💛 https://t.co/FTUbDQOYAw"
998,𝐂𝐒𝐊 𝐍𝐀𝐓𝐈𝐎𝐍,,Wed Dec 11 11:44:20 +0000 2024,59,"I'm not in danger i'm the danger..!!

Shivam Dube launched humongous six and scored 37(22)* 1×4,2×6 at 168.18 while chasing mammoth total of 222. 

Mumbai won the match!

https://t.co/WB0m6wYAU9"
999,Spidey,,Mon Dec 09 17:12:12 +0000 2024,2094,"All Wickets of Sam Curran in CSK so far
2020-2021 https://t.co/9lW88yYQ1C"
1000,`,com box,Thu Sep 19 10:19:48 +0000 2024,18840,"I still remember how people used to troll and criticize Ms Dhoni when he always kept Ashwin and Jadeja in the eleven, they used to say csk quota, friendship quota, balah balah &amp; what not, 

&amp; Then today see both are among the greatest Test players. https://t.co/1kCrFFkM6D"
1001,Etihad Airways,"Abu Dhabi, UAE",Tue Dec 10 09:29:25 +0000 2024,1975,"We’re Chennai bound with our latest CSK themed livery! ✈️💛

Here’s a glimpse into the making of this iconic design - keep your eyes to the sky to spot it soaring! 
#Etihad #WhistlePodu 🦁💛@ChennaiIPL https://t.co/oKTs218JxW"
1002,SOS,,Wed Dec 11 13:45:35 +0000 2024,3,"Hey @Isas_007_ 
Your Secret Santa couldn't help but notice your love for the Yellow Army, CSK! So, here’s a song I’ve dedicated to you
Raste bhaage, paanv se aage
Zindagi se chal, kuch aur bhi maange
Kyun sochna hai, jaana kahaan
Jaaye wahin le jaaye jahaan... Besabriyan...🎄🎅 https://t.co/HIMT5AMO96"
1003,Yash,,Tue Dec 10 12:21:41 +0000 2024,1910,RTMing Rachin was the best decision that CSK have made in recent years https://t.co/DH6CCv2OVy
1004,janasena csk,,Wed Dec 11 13:01:04 +0000 2024,10,"Uk bookings brutal antaga
 https://t.co/JdkwVwsQ4u"
1005,Johns.,"Kerala, India",Mon Nov 25 16:58:11 +0000 2024,9628,"CSK SQUAD FOR IPL 2025...!!!!

- Rate the team out of 10? https://t.co/GTKaDG4OqB"
1006,CSK,United Kingdom,Wed Dec 11 08:56:54 +0000 2024,10,"$ME
Oh yeah https://t.co/P11O7h98vt"
1007,Hustler,"🇦🇷,🇦🇺",Wed Dec 11 11:42:14 +0000 2024,585,"Shivam Dube is a freak!💥💛

https://t.co/rjBk8Ee3dD"
1008,‘,Chennai,Fri Mar 29 05:55:59 +0000 2024,9183,CSK fans humbling a RCB kid 😭😭😭 https://t.co/1XNn8Hvcv6
1009,Hustler,"🇦🇷,🇦🇺",Wed Dec 11 04:09:29 +0000 2024,3740,"When he's in his touch, nothing gets better than watching him bat!✨💛 https://t.co/BHyaureHUX"
1010,Honest Dhoni Fan💛💛,Chennai,Sun Sep 15 16:42:15 +0000 2024,9948,Thala defended the asteroid and saved earth 🙇🏻‍♀️ https://t.co/eIhojBB5nf
1011,T H A N G A M,,Wed Dec 11 01:48:26 +0000 2024,4,"Happy birthday Tim Southee! ❤️
Let’s all cherish the moment again when he played for #CSK and defended 9 runs in the last over 💥

 https://t.co/sVkzlbYHxy"
1012,`,,Sat Nov 25 11:54:58 +0000 2023,10611,Csk's bus driver Dhandapani has reached more IPL finals than RCB in the last 16 years. https://t.co/DBnxWTvTfc
1013,Johns.,"Kerala, India",Wed Dec 11 06:36:55 +0000 2024,7793,THE SPECIAL FLIGHT FOR CSK IN IPL 2025 💛 https://t.co/TzliGKaMTy
1014,CSK,United Kingdom,Wed Dec 11 12:09:03 +0000 2024,10,$SOL hit the value area. Decent reaction so far https://t.co/nLFdsjvJo1
1015,Vibhor,Strawberry farm,Wed Dec 04 15:05:28 +0000 2024,6404,"For those who don’t know, Noor Ahmad’s bowling action is literally a mirror image of Rashid Khan’s action.

He’s our left handed Rashid Khan. Can’t wait for IPL 2025 😍

#IPL2025 https://t.co/WdjwEItYc2"
1016,MSDian™,,Tue Dec 10 11:05:07 +0000 2024,2991,"Super flight landed in chennai 🦁🔥

#WhistlePodu #IPL #CSK @MSDhoni
https://t.co/0geV7jjgm8"
1017,janasena csk,,Wed Dec 04 09:25:42 +0000 2024,47,Pushpa Second show scenario between father and son https://t.co/4oKRzyIfde
1018,𝐂𝐒𝐊 𝐍𝐀𝐓𝐈𝐎𝐍,,Tue Dec 10 10:47:20 +0000 2024,6,"CSK × Etihad ✈️

- Brands go to any extent to promote CSK because they know the market value of CSK and the brand it carries 😎 https://t.co/vs1EMvmOaU"
1019,Mufaddal Parody,Kohli Era,Wed Dec 04 02:59:11 +0000 2024,2484,"If Owning CSK is an Art then Virat Kohli is Picasso of it💉✨. 

https://t.co/ZZzv027u6X"
1020,Johns.,"Kerala, India",Tue Dec 10 10:32:24 +0000 2024,4464,"ETIHAD 🤝 CSK.

- Chennai Super Kings, A Global brand in Sports...!!!! 💛 https://t.co/Z14OjauC7a"
1021,The $even Life 💛,,Wed Dec 11 05:21:20 +0000 2024,6,"CSK vs RCB head to head Ratio 
 21🦁 - 10 🤡
 What you have owned ra clowns 🤡 
https://t.co/Fw69qdwTU2"
1022,🤍✍,Village Hidden in the leaf 🍀,Sun Dec 08 05:21:24 +0000 2024,3381,"Nitish Kumar Reddy since debut
41 
38*
42
42
Consistency of CSK's Net Bowler 🗿🔥 https://t.co/MoYRvdhih2"
1023,Kevin,"Chennai, India",Tue Dec 10 12:19:16 +0000 2024,3432,"CSK we have Jadeja, ashwin and noor ahmed 

Meanwhile RCB - https://t.co/E7TV9p34Md"
1024,S.Badrinath,Planet Earth,Sat Dec 16 04:12:10 +0000 2023,23576,"What If 🤔 

#MI #CSK #IPL2024 https://t.co/wmrIauLv4U"
1025,Kevin,"Chennai, India",Tue Mar 19 08:48:41 +0000 2024,10927,RCB's new jersey of IPL 2024 is inspired by CSK's 2016/17 jersey 😭❤️ https://t.co/eCxVGNDpvt
1026,Kunal Bishwal 🇮🇳,CSK blood 💛,Tue Dec 10 11:08:25 +0000 2024,8,"THE SPECIAL CSK THEMED AIRBUS IS HERE 

Ethihad Airways has done an excellent job..💛
https://t.co/NXwwv28AzY"
1027,GOAT🔥🐐,,Thu Dec 05 00:55:18 +0000 2024,21,"CSK Vibe 💛🔥 

#Pushpa2 #Pushpa2TheRule #CSK https://t.co/PUoUBQh2jy"
1028,CricketGully,Bangalore,Mon Dec 02 07:18:30 +0000 2024,20020,"𝗬𝗢𝗨𝗡𝗚𝗘𝗦𝗧 &amp; 𝗢𝗟𝗗𝗘𝗦𝗧 players from every IPL 2025 team 👦🏼👴🏻🏏

◆CSK💛 https://t.co/vmbDT6DCcn"
1029,The $even Life 💛,,Wed Dec 11 10:43:57 +0000 2024,7,"It’s no wonder why players consistently praise CSK’s calm and supportive team environment 💛 This positive atmosphere might be the key reason why their performances tend to improve after joining @ChennaiIPL 💛
#CSK #Dhoni #Whistlepodu #Hussey https://t.co/9EwRsk6APN"
1030,Chakri Dhoni,,Tue Dec 10 10:32:17 +0000 2024,1414,"The wait is over 🔥 Etihad CSK themed flight has landed in Chennai 💛

Fly high Super kings 💥✈️

#MSDhoni 

https://t.co/1uvSJDxUfk"
1031,CSK,United Kingdom,Wed Dec 04 22:47:29 +0000 2024,16,Wishful thinking https://t.co/1iMGX4GkSd
1032,𝐌𝐚𝐧𝐢𝐬𝐡𝐌𝐒𝐃𝐢𝐚𝐧™ 🚩🚩,Earth,Wed Dec 11 13:46:41 +0000 2024,3,"My home team : Bihar (future) 

The team I support : CSK

The Team I hate : Rcb/Mi

The Second Team I support : Pata nhi

The Player I support : Dhoni

The Bowler I Support : Pathi

The Spinner I support : Jadeja

The Player I secretly Love : Ishan Kishan

Quote/reply yours 🙌"
1033,Hustler,"🇦🇷,🇦🇺",Fri Dec 06 08:49:12 +0000 2024,4856,"This delivery from Jadeja and that reaction from Marcus stoinis has a separate fanbase!😂💛 @imjadeja
 https://t.co/eL0DvYlwUy"
1034,Tanuj Singh,India,Wed May 22 18:16:16 +0000 2024,14415,"Ambati Rayudu said - ""IPL Trophy are not won by celebrations and aggression. IPL Trophy is not winning by only beating CSK. To win the IPL trophy you will have to play well in the Playoffs"". (On RCB). https://t.co/ISFyxORIQE"
1035,janasena csk,,Wed Dec 11 13:28:05 +0000 2024,38,HUSSAIN SAGAR SEASON-2 PART-1 FT.NTR https://t.co/imxHXz0q4U
1036,janasena csk,,Wed Dec 04 08:27:05 +0000 2024,88,"Today fans in ranasthalam movie theatre♥️😉
#Pushpa2TheRule https://t.co/rTC0s01cgc"
1037,DHONI Era™ 🤩,,Tue Dec 10 12:48:03 +0000 2024,1764,"CSK × Etihad Airways 🥶💛

@ChennaiIPL #IPL2025 #WhistlePodu https://t.co/HhvEZXq1Sd"
1038,Nicky,"Tamil Nadu, India",Fri Nov 15 10:11:13 +0000 2024,14565,"10 players CSK will target in this upcoming IPL auction 

A Thread 🧵 https://t.co/yNi1H4vibx"
1039,Jyotiba,Maharashtra ,Wed Dec 11 13:16:43 +0000 2024,14,THE SPECIAL FLIGHT FOR CSK IN IPL 2025 🔥 https://t.co/ui7S6DOJDX
1040,Mr. VishnuTej,"Bengaluru South, India",Tue Dec 10 08:34:51 +0000 2024,12,"Which mutual are you ? 

#NTR_KOHLI  RETWEET🔁
#NTR_MSD LIKE ♥️

#CSK #RCB ♥️ https://t.co/iMZOB3QOEc"
1041,janasena csk,,Fri Dec 06 13:15:05 +0000 2024,293,@GaneshTweetzz_ Mana war 2 https://t.co/1CJVZQ3pQ8
1042,CSK,United Kingdom,Wed Dec 11 12:41:00 +0000 2024,10,Waiting on the NY open then it's game time
1043,CSK,United Kingdom,Tue Dec 10 23:30:53 +0000 2024,10,OTHERS https://t.co/jXSDxWjyiG
1044,𝑻𝑯𝑨𝑳𝑨,,Tue Dec 10 10:43:46 +0000 2024,144,"CSK × Etihad 🛫

- Brands go to any extent to promote CSK because they know the market value of CSK and the brand it carries 😎🔥https://t.co/olIhSsqbFz"
1045,Chennai Updates,"Chennai, India",Tue Dec 10 10:58:14 +0000 2024,2172,"Etihad- CSK Themed flight is at its base!! 🦁💛
 https://t.co/FpmuX7RfBm"
